Unique ID,Sample Date,Latitude (degree),Longitude (degree),Microplastics Measurement,Unit,Concentration Class,wind_u,wind_v,wind_speed,wave_direction,wave_period,wave_height,current_u,current_v,current_speed,month
0276264-0000402,8/9/2015 5:00:00 AM,32.51375,-151.22505,0.887341,pieces/m3,Medium,-4.072486282226561,-2.6694357402343827,4.869397466849898,129.1468432314453,8.359836688049315,1.1853427192382813,-0.145,0.065,0.15890248582070704,8
0276264-0000602,9/14/2015 5:00:00 AM,30.1402,-133.82095,2.842615,pieces/m3,High,-2.358554186406255,-7.535888335781248,7.896353010065997,28.904709303525454,6.882988319311523,1.750543143955078,-0.011,-0.132,0.13245754036671525,9
0276264-0000502,8/27/2015 5:00:00 AM,26.7181,-150.57685,0.341454,pieces/m3,Medium,-0.6376260871093725,2.9641281968749986,3.031933870398865,254.32133107843748,10.135194830739746,1.433929358095703,0.293,0.024,0.29398129192178196,8
0276264-0000302,8/15/2015 5:00:00 AM,33.00406,-134.7215,5.728249,pieces/m3,High,-2.8978580489062438,-5.608891033476566,6.313259055117612,101.79412399472628,8.2997195510083,1.2820344102990726,-0.07200000000000001,-0.011,0.07283543093852057,8
0276264-0000202,8/1/2015 5:00:00 AM,29.997348,-141.776,5.340388,pieces/m3,High,-3.990895466617196,-6.185104912546871,7.360894606274234,62.049867594162905,7.781673489601074,1.9059198869145502,-0.162,0.048,0.16896153408394468,8
0276264-0000102,7/30/2019 5:00:00 AM,33.87,-146.33,2.59128,pieces/m3,High,-1.703126342773443,-4.268475805664068,4.595707240783334,139.95043879394518,8.34628520812988,1.1043638950347905,-0.066,-0.063,0.0912414379544733,7
0276264-0000403,8/10/2015 5:00:00 AM,32.62765,-150.518,3.504488,pieces/m3,High,-2.041799814453135,-4.543973008789065,4.981629972900878,118.99715851005854,8.540448647705075,1.227535685488892,-0.17300000000000001,0.096,0.19785095400325975,8
0276264-0000203,8/1/2015 5:00:00 AM,29.9952,-141.7755,6.394891,pieces/m3,High,-3.9917579044921823,-6.184883601171878,7.361176286988421,62.05661816417232,7.781798326647948,1.9057887753051759,-0.162,0.048,0.16896153408394468,8
0276264-0000603,9/14/2015 5:00:00 AM,30.09175,-133.8008,2.206101,pieces/m3,High,-2.378659957812504,-7.534585412499997,7.901139192113902,29.048501755712945,6.8843394742431645,1.748687960302734,-0.011,-0.132,0.13245754036671525,9
0276264-0000103,8/2/2019 5:00:00 AM,32.82,-146.59,2.178,pieces/m3,High,4.586692871093749,0.7162013427734389,4.642272703873901,168.09218671874993,8.546228363037109,1.284899703979492,0.098,0.038,0.1051094667477673,8
0276264-0000503,8/28/2015 5:00:00 AM,26.25525,-151.30095,1.566289,pieces/m3,High,-1.5141416349609382,-0.647269002148438,1.646688207240344,272.4464066726562,11.15489514510498,1.509350117248535,0.179,-0.021,0.1802276338412065,8
0276264-0000303,8/15/2015 5:00:00 AM,33.0043,-134.721,4.108552,pieces/m3,High,-2.897402681250001,-5.60916177207031,6.31329059069592,101.77834747753921,8.299663564172363,1.2820421552307126,-0.07200000000000001,-0.011,0.07283543093852057,8
0276264-0000404,8/10/2015 5:00:00 AM,32.64415,-150.45075,5.260345,pieces/m3,High,-2.1023678492187625,-4.560731464062503,5.021973920752519,118.68780581826165,8.527795102685545,1.2294369191741945,-0.154,-0.003,0.15402921800749364,8
0276264-0000204,8/2/2015 5:00:00 AM,30.002582,-141.355,5.907654,pieces/m3,High,-3.5648703705468803,-1.5315795434765556,3.8799531771400164,62.53150924475582,8.32000513447998,1.560208490806274,-0.07100000000000001,-0.073,0.10183319694480775,8
0276264-0000604,9/14/2015 5:00:00 AM,30.047,-133.77195,1.877369,pieces/m3,High,-2.393991211718751,-7.53651292421875,7.907605261942636,29.118874654150414,6.885159651245116,1.7471915643066407,-0.011,-0.132,0.13245754036671525,9
0276264-0000004,10/5/2018 5:00:00 AM,33.9484,-130.8887,0.558433,pieces/m3,Medium,-3.7789816063671884,-5.839910181015625,6.955950898589746,317.30365581320314,9.44730344836914,2.187064337397461,0.024,0.004,0.02433105012119288,10
0276264-0000104,8/3/2019 5:00:00 AM,32.18,-145.73,2.287107,pieces/m3,High,3.0544924316406212,4.081983740234371,5.098285522652455,183.8335169433594,8.726176504516605,1.366454487609863,0.078,-0.038,0.08676404785393545,8
0276264-0000405,8/10/2015 5:00:00 AM,32.66775,-150.37115,4.421236,pieces/m3,High,-2.1887753117187425,-4.582088014062498,5.078018110818894,118.22680691826177,8.50885610112305,1.2320825637054442,-0.154,-0.003,0.15402921800749364,8
0276264-0000205,8/2/2015 5:00:00 AM,30.002517,-141.358,6.136246,pieces/m3,High,-3.5632992001406225,-1.5337105021015665,3.879351633195867,62.54470555550588,8.319978414491699,1.5602945173804934,-0.07100000000000001,-0.073,0.10183319694480775,8
0276264-0000605,9/14/2015 5:00:00 AM,29.4452,-133.2606,1.455276,pieces/m3,High,-2.3214102712500053,-7.458580411562496,7.811489448447638,29.856077658212953,6.930590510961914,1.7230042089355466,-0.016,-0.147,0.14786818454285558,9
0276264-0000304,8/16/2015 5:00:00 AM,32.99864,-135.2855,2.968761,pieces/m3,High,-5.667680237187498,-6.234052928203116,8.425319886072195,46.63135064257822,6.74648804020752,1.4799327992138667,-0.128,-0.033,0.1321854757528224,8
0276264-0000504,8/18/2015 5:00:00 AM,29.6302,-134.14125,1.000613,pieces/m3,High,-5.190964398437499,-7.2438453632812445,8.911756674919753,44.926258256347715,8.069547374267577,2.3426917683715813,-0.153,-0.044,0.15920113064925134,8
0276264-0000005,10/6/2018 5:00:00 AM,33.7467,-131.7753,0.383834,pieces/m3,Medium,-1.9876717207031245,-7.4805772134765665,7.740146918248241,176.82348318834119,9.597567469453123,2.3073661057592783,0.032,-0.069,0.07605918747922567,10
0276264-0000006,10/6/2018 5:00:00 AM,33.6857,-132.0339,1.20877,pieces/m3,High,-2.2298214124218734,-7.343136984726565,7.674227277567053,135.7900434300056,9.61915828131836,2.293663055505372,0.005,-0.07,0.07017834423809101,10
0276264-0000007,10/7/2018 5:00:00 AM,33.3579,-133.4494,9.238534,pieces/m3,High,-5.470590667929687,-8.237560756601567,9.888618178225995,1.828440377531285,10.020976568967283,2.7983916373266604,-0.10200000000000001,-0.023,0.1045609869884557,10
0276264-0000008,10/8/2018 5:00:00 AM,33.1052,-134.4999,21.788339,pieces/m3,Very High,-7.089868771249993,-8.809162518476564,11.30785494558885,19.122828925108458,8.855430720661621,3.140013539599609,-0.186,-0.056,0.19424726510301246,10
0276264-0000009,10/9/2018 5:00:00 AM,33.8045,-135.7884,8.89101,pieces/m3,High,-4.4010153396484375,-8.162789089843752,9.273621824567414,36.85599514824217,8.205682340734864,2.5261042417602546,-0.11,-0.083,0.137800580550301,10
0276264-0000010,10/9/2018 5:00:00 AM,32.7459,-136.0253,15.320029,pieces/m3,Very High,-5.035527823398434,-7.864969334375008,9.338858768119316,41.73917038574211,8.37001019842041,2.612142203205568,0.007,-0.192,0.19212756179163884,10
0276264-0000011,10/10/2018 5:00:00 AM,32.4381,-137.3467,4.384549,pieces/m3,High,-6.040932476992186,-6.655980175585938,8.988600407703748,46.76614995538086,8.560779325080567,2.472586338483887,-0.136,0.051000000000000004,0.14524806367039803,10
0276264-0000012,10/11/2018 5:00:00 AM,32.2061,-138.3311,1.857298,pieces/m3,High,-7.599039021367187,-3.442932464101567,8.342612180883494,60.93319235348629,8.381830673972168,2.302767257814941,-0.133,0.073,0.1517168415173477,10
0276264-0000013,10/11/2018 5:00:00 AM,32.1454,-138.6486,3.550067,pieces/m3,High,-7.707985105117183,-3.2445387642578196,8.363017767138846,62.35660170911128,8.379287079558106,2.319372747658691,-0.121,0.108,0.16218816233005415,10
0276264-0000014,10/12/2018 5:00:00 AM,31.8886,-139.6587,6.887565,pieces/m3,High,-6.351565337226569,-2.578634153203117,6.855051883765988,79.09406243693371,9.096352210061035,1.9469967643408204,-0.032,-0.025,0.040607881008493905,10
0276264-0000015,10/12/2018 5:00:00 AM,31.814,-139.9744,9.797825,pieces/m3,High,-6.558423057226564,-2.3280349816406227,6.959357719883601,82.28494164755863,9.075370507092286,1.9591196713134766,-0.054,-0.089,0.10410091258005379,10
0276264-0000016,10/13/2018 5:00:00 AM,31.5187,-141.1961,27.418707,pieces/m3,Very High,-4.144663280117188,-1.029079657226561,4.270508008009036,146.81447107656248,10.195189950539552,1.7701407927319335,0.008,-0.1,0.10031948963187563,10
0276264-0000038,11/29/2019 6:00:00 AM,26.778283,-144.96205,3.938291,pieces/m3,High,-1.441078466173443,-0.4364819202257764,1.5057302588288461,35.09821607934792,10.462477682960154,1.7670447486001457,-0.11,-0.08600000000000001,0.1396280774056565,11
0276264-0000039,11/29/2019 6:00:00 AM,26.9289,-144.971633,3.922442,pieces/m3,High,-1.229115009856249,-0.1032556395406326,1.2334445405249772,34.6102882928406,10.52249894862998,1.7785123747020513,-0.11,-0.08600000000000001,0.1396280774056565,11
0276264-0000040,11/29/2019 6:00:00 AM,27.0518,-144.97595,5.743354,pieces/m3,High,-1.0240963378906374,0.18281514417970712,1.0402858675491375,34.23492672650854,10.567843420236812,1.7896727429296857,-0.065,-0.08700000000000001,0.10860018416190648,11
0276264-0000041,11/29/2019 6:00:00 AM,27.467767,-144.993,2.881826,pieces/m3,High,0.007675729156249039,1.1335289414765528,1.1335549294070555,33.16807516661155,10.699839297264159,1.8331237575791022,0.018000000000000002,-0.064,0.06648308055437865,11
0276264-0000042,11/29/2019 6:00:00 AM,27.488783,-144.98985,1.415723,pieces/m3,High,0.0716448009070424,1.1706407835992085,1.1728311138961052,33.0954344852546,10.707404783989555,1.8359340913589373,0.018000000000000002,-0.064,0.06648308055437865,11
0276264-0000043,11/29/2019 6:00:00 AM,27.508583,-144.98995,4.383276,pieces/m3,High,0.13225481254375931,1.2065656124984312,1.2137923680369305,33.04519924073077,10.713027362374367,1.8382535831418472,0.067,-0.02,0.06992138442565336,11
0276264-0000044,12/2/2019 6:00:00 AM,31.796167,-143.985,8.294706,pieces/m3,High,-4.449221332500007,-9.294854566953127,10.30484797978032,352.59797278531255,10.305392183208005,4.144056413518066,-0.138,-0.109,0.17585505395068973,12
0276264-0000045,12/2/2019 6:00:00 AM,31.789333,-143.9565,4.954054,pieces/m3,High,-4.433971261335939,-9.282956065015624,10.287534906446897,352.5006111128281,10.31292730342578,4.145759889561035,-0.138,-0.109,0.17585505395068973,12
0276264-0000046,12/2/2019 6:00:00 AM,31.787167,-143.935,15.04933,pieces/m3,Very High,-4.422955845781251,-9.277720148203127,10.27806545815431,352.43421414,10.317384150102539,4.146814362346191,-0.138,-0.109,0.17585505395068973,12
0276264-0000047,12/3/2019 6:00:00 AM,33.481667,-143.121667,3.187498,pieces/m3,High,-3.4974076591581262,-5.629740607990485,6.6276571763780145,1.7586662532016613,8.943141659571396,2.4909410936151812,-0.08600000000000001,-0.032,0.0917605579756357,12
0276264-0000048,12/3/2019 6:00:00 AM,33.489333,-143.100333,3.417758,pieces/m3,High,-3.4806768235331287,-5.6460092112873586,6.632686572108045,1.7117774960766685,8.941779326455185,2.4910846957201613,-0.08600000000000001,-0.032,0.0917605579756357,12
0276264-0000049,12/3/2019 6:00:00 AM,33.497667,-143.0765,1.582826,pieces/m3,High,-3.461578604140632,-5.66385320385937,6.637903249333501,1.6597815482225524,8.940279515151856,2.4912467571335446,-0.08600000000000001,-0.032,0.0917605579756357,12
0276264-0000050,12/3/2019 6:00:00 AM,33.663333,-141.171667,3.692509,pieces/m3,High,-1.9452069881076453,-6.792780510915783,7.06581186390213,358.3453871857641,8.780930701752391,2.547599227092828,-0.065,-0.08,0.10307764064044152,12
0276264-0000051,12/3/2019 6:00:00 AM,33.667,-141.145833,6.293365,pieces/m3,High,-1.9353052970937537,-6.818427373804678,7.087761172952154,358.315383396875,8.777423276802736,2.5489676968940422,-0.065,-0.08,0.10307764064044152,12
0276264-0000052,12/3/2019 6:00:00 AM,33.668833,-141.117333,7.704874,pieces/m3,High,-1.9246139678532979,-6.846730718670138,7.1120925513689235,358.28220269157964,8.773674959420463,2.550473752628362,-0.065,-0.08,0.10307764064044152,12
0276264-0000053,12/3/2019 6:00:00 AM,33.8919,-140.557933,27.723078,pieces/m3,Very High,-1.6947059633874964,-7.480009412273446,7.669587284205095,357.879232352225,8.675959683894236,2.5911566238073735,-0.063,-0.056,0.08429116205154608,12
0276264-0000054,12/3/2019 6:00:00 AM,33.8991,-140.526517,4.256084,pieces/m3,High,-1.6833473153875043,-7.5199514760234205,7.706057901804861,357.86182436322497,8.670694239941115,2.5936121185339345,-0.063,-0.056,0.08429116205154608,12
0276264-0000055,12/3/2019 6:00:00 AM,33.906133,-140.495767,7.252639,pieces/m3,High,-1.6746864971625928,-7.5580091828532785,7.741322733995347,357.8452153486092,8.66540948797433,2.5961231216339438,-0.068,-0.067,0.09546203433826456,12
0276264-0000056,12/4/2019 6:00:00 AM,34.413333,-139.261,42.069684,pieces/m3,Very High,-1.4946244296250037,-0.9838655271406298,1.789383570151346,346.1090026999062,9.90882885715088,2.3682360939487306,0.055,0.013000000000000001,0.05651548460377916,12
0276264-0000057,12/4/2019 6:00:00 AM,34.425,-139.233,15.664693,pieces/m3,Very High,-1.5006186523437506,-1.0208978027343707,1.8149624413165801,345.9971295898438,9.908470542907715,2.367681086730957,0.054,-0.003,0.054083269131959835,12
0276264-0000058,12/4/2019 6:00:00 AM,34.433383,-139.209667,14.472818,pieces/m3,Very High,-1.494749440805623,-1.060703270012964,1.832857691640275,345.91271355294475,9.907954862985491,2.367251187115944,0.054,-0.003,0.054083269131959835,12
0276264-0000074,6/18/2019 5:00:00 AM,26.48,-156.4,1.114427,pieces/m3,High,-7.325263793945309,2.435093261718753,7.719402104059232,117.64655432128907,7.3880512847900395,1.896089454650879,-0.007,0.129,0.12918978287774927,6
0276264-0000075,6/19/2019 5:00:00 AM,26.5,-155.28,0.94372,pieces/m3,Medium,-6.881299438476562,1.0631927490234365,6.962949144116583,109.74438903808594,7.266402854919434,1.637974395751953,-0.026000000000000002,-0.004,0.026305892875931814,6
0276264-0000076,6/20/2019 5:00:00 AM,26.24,-154.97,0.887413,pieces/m3,Medium,-6.375354516601564,-0.7481063720703125,6.419097160526873,104.8656306640625,7.400949214172363,1.581213624572754,0.017,0.084,0.08570297544426332,6
0276264-0000077,6/20/2019 5:00:00 AM,27.1,-154.37,0.465907,pieces/m3,Medium,-6.744785766601563,-0.20784387207031155,6.7479874119998335,104.73164941406253,7.328697456359864,1.5974397964477536,-0.075,0.392,0.3991102604544263,6
0276264-0000078,6/21/2019 5:00:00 AM,26.28,-154.08,0.934387,pieces/m3,Medium,-5.5341261718749974,-0.28352744140624814,5.541384330315141,87.30565769042971,7.696639126586911,1.5784414737701413,-0.179,0.463,0.49639701852448714,6
0276264-0000079,6/22/2019 5:00:00 AM,26.61,-153.31,0.63396,pieces/m3,Medium,-4.9701924072265635,2.8664348144531253,5.7375309245669,76.34798552246093,8.800388734436034,1.8039954298019407,0.017,0.168,0.16885792844874062,6
0276264-0000080,6/23/2019 5:00:00 AM,27.16,-152.72,0.654547,pieces/m3,Medium,-5.517716430664063,4.293920117187499,6.991633899311925,92.33274827880858,7.9961175521850585,1.8656085258483888,0.27,-0.145,0.3064718584144391,6
0276264-0000081,6/24/2019 5:00:00 AM,28.04,-152.1,0.17276,pieces/m3,Medium,-6.136835449218749,1.0133347167968698,6.219935415987346,96.78932708740231,7.740468139648437,1.6308877868652345,-0.202,0.095,0.22322410264126946,6
0276264-0000082,6/26/2019 5:00:00 AM,28.14,-152.5,0.607613,pieces/m3,Medium,-5.552421264648437,4.293262939453125,7.018652902616131,129.92375610351561,7.17477596282959,1.4652658653259278,-0.148,0.038,0.15280052355931245,6
0276264-0000083,6/27/2019 5:00:00 AM,27.91,-153.84,0.486787,pieces/m3,Medium,-2.9339153320312517,6.3313336914062495,6.9780832244581275,141.31537124023438,7.061422088623047,1.641304621887207,0.115,0.262,0.28612759391572146,6
0276264-0000084,6/30/2019 5:00:00 AM,27.95,-151.25,0.897587,pieces/m3,Medium,-6.768167114257813,0.887188720703125,6.826066943171871,117.35104675292968,7.554416847229004,1.611482882499695,-0.001,0.094,0.09400531899844816,6
0276264-0000085,7/2/2019 5:00:00 AM,28.42,-150.3,2.464707,pieces/m3,High,-3.223796508789053,1.1865329589843596,3.435218245299222,153.32179101562494,10.698290962219234,1.6425179920196524,-0.166,-0.018000000000000002,0.16697305171793442,7
0276264-0000086,7/3/2019 5:00:00 AM,29.02,-148.63,1.848387,pieces/m3,High,-4.502101513671878,2.443742626953125,5.122577092264632,162.90722778320313,10.752267491149903,1.5765892181396484,-0.026000000000000002,0.014,0.029529646120466803,7
0276264-0000087,7/4/2019 5:00:00 AM,28.83,-147.62,0.836267,pieces/m3,Medium,-2.5132561767578103,4.791085815429682,5.410264309700847,161.28171853027345,9.619741876220704,1.4669544586181638,0.073,0.153,0.1695228598154243,7
0276264-0000088,7/6/2019 5:00:00 AM,28.95,-146.06,3.223693,pieces/m3,High,-4.924982788085936,1.038405395507814,5.03326347694639,138.08218139648437,11.205663482666017,1.9840705718994143,-0.007,0.114,0.11421471008587292,7
0276264-0000089,7/7/2019 5:00:00 AM,29.37,-145.75,1.31768,pieces/m3,High,-6.175538940429686,1.2159454345703131,6.294108714076664,137.4948193359375,10.678762283325197,2.130953140258789,0.11900000000000001,-0.097,0.15352524222420233,7
0276264-0000090,7/8/2019 5:00:00 AM,30.03,-145.4,1.36212,pieces/m3,High,-2.3669855957031203,2.720780395507814,3.6062815712095624,145.27433825683596,10.634234336853028,1.9078035049438478,-0.097,0.017,0.09847842403288144,7
0276264-0000091,7/9/2019 5:00:00 AM,30.53,-145.04,26.854787,pieces/m3,Very High,4.487692822265623,1.4211669921874992,4.7073455881948645,177.8363610107422,10.329608473205566,1.898154191589355,-0.061,-0.114,0.12929423807734047,7
0276264-0000092,7/12/2019 5:00:00 AM,31.48,-145.04,22.4162,pieces/m3,Very High,-1.316500415039069,1.740083715820317,2.1819864071210624,237.59201333007817,9.405678266906737,1.418712614440918,0.059000000000000004,-0.018000000000000002,0.06168468205316455,7
0276264-0000093,7/13/2019 5:00:00 AM,31.62,-144.34,8.049147,pieces/m3,High,-0.10909230957031815,-1.2062098632812526,1.2111330918955043,220.92148811035156,9.358846520996094,1.251831912231445,0.007,-0.063,0.06338769596696192,7
0276264-0000094,7/14/2019 5:00:00 AM,31.89,-143.34,4.054387,pieces/m3,High,0.9270442871093795,6.487006420898437,6.552912590218161,189.69682463378905,8.882373562622067,1.3822177078247073,0.039,0.093,0.10084641788382967,7
0276264-0000095,7/15/2019 5:00:00 AM,32.08,-142.46,11.416893,pieces/m3,Very High,-0.9745626708984373,4.540926025390623,4.64432789191058,191.24967678222652,10.597075633239747,1.3082214590072636,0.111,0.022,0.1131591799192624,7
0276264-0000096,7/16/2019 5:00:00 AM,31.81,-141.13,51.0782,pieces/m3,Very High,-2.6995145751953156,-1.3522839355468799,3.019279845266103,200.52374682617187,13.145290156555177,1.5219473297119137,0.05,-0.1,0.1118033988749895,7
0276264-0000097,7/18/2019 5:00:00 AM,31.02,-141.19,4.486027,pieces/m3,High,-6.169621240234374,-4.76019208984375,7.792538416983399,73.70421981506347,7.411077149963379,1.4554950958251953,-0.177,-0.061,0.18721645226849054,7
0276264-0000098,7/21/2019 5:00:00 AM,33.51,-140.06,5.481173,pieces/m3,High,-4.323915673828128,-2.875529150390627,5.192775235760045,64.21891394042972,7.475307164001464,1.4412021535873416,-0.049,0.022,0.053712196007983146,7
0276264-0000099,7/25/2019 5:00:00 AM,33.94,-142.0,7.753387,pieces/m3,High,-2.6453314208984398,0.29685546874999913,2.661935667088771,176.86597412109373,10.605521278381348,1.0982121467590333,0.01,0.093,0.09353608929178085,7
0276264-0000100,7/27/2019 5:00:00 AM,33.77,-144.17,10.217707,pieces/m3,Very High,-2.446982104492197,-0.1525849365234313,2.451734810814359,187.1368053466797,10.243086543273927,1.5021128143310554,-0.051000000000000004,0.063,0.08105553651663779,7
0276264-0000101,7/29/2019 5:00:00 AM,33.82,-145.21,5.891707,pieces/m3,High,-3.921027148437501,-1.4475804443359341,4.179706095122927,160.24441069335936,8.537106535339355,1.138874772644043,-0.08700000000000001,-0.029,0.091706052144883,7
0276264-0000606,9/14/2015 5:00:00 AM,29.4135,-133.2597,3.584262,pieces/m3,High,-2.330596216406255,-7.429011939843745,7.786006494106466,30.06158189633795,6.934771334594727,1.7213029084472655,-0.016,-0.147,0.14786818454285558,9
0276264-0000105,8/4/2019 5:00:00 AM,31.66,-145.94,10.103907,pieces/m3,Very High,0.33148408203124924,3.394082788085937,3.410231615157731,147.11687060546876,11.07189185333252,1.6866780654907227,0.183,0.026000000000000002,0.18483776670366908,8
0276264-0000206,8/2/2015 5:00:00 AM,30.001983,-140.813,5.263433,pieces/m3,High,-3.476050489812492,-0.87622216452342,3.5847862264475094,60.22991160775582,8.342596963800295,1.542933712661743,-0.045,-0.13,0.13756816492197604,8
0276264-0000305,8/16/2015 5:00:00 AM,33.000318,-135.284,2.307641,pieces/m3,High,-5.668084235000002,-6.23637683614063,8.427311251959726,46.61466720907806,6.746275458191893,1.4799698969326176,-0.101,-0.006,0.10117806086301516,8
0276264-0000607,9/14/2015 5:00:00 AM,29.38735,-133.2961,2.831999,pieces/m3,High,-2.356986257890622,-7.3916898100781285,7.75838014461125,30.45156915852536,6.9390809120361325,1.7190610469726564,-0.016,-0.147,0.14786818454285558,9
0276264-0000505,8/19/2015 5:00:00 AM,29.63565,-135.8724,1.65324,pieces/m3,High,-4.869296908984374,-6.6389549555078124,8.233211723811463,42.79184398748046,8.750394467985839,2.428467277353516,-0.138,-0.014,0.13870832707519762,8
